Claimant Address,Total Amount BILL,Number of Claims
0x0BeC8034d26545c7D81cdD9c9b8a32a5adf38458,585.00,1
0x541E6f985487fA1Bbe9e37fe1d835a3CB1f8bedB,585.00,1
0xEF14D139C45DE5F1168AA83bE08C970Df060F0F8,585.00,1
0xEafaEF9D5CdB805dd9Ac7169b8b2372A1F029Ed7,585.00,1
0xD322fA295E0c90d2e5DF7D8f7dF6201bb37845D3,585.00,1
0xc298c36eb5840A4b0e5BFb4145742b198cC9ceD9,585.00,1
0x9e45383AF8Fbb31958Cb8C40d8Bb94d4FA5286bA,585.00,1
0xAb69Ec70B0Fe3A0C9F83ABBeB70F5dBfbf8D99fd,585.00,1
0x6025DCdb5891084123072e77518496f7ECE4d530,585.00,1
0x2AEE25444EcC1b1895d6fCBAd5c260E6df2F6763,585.00,1
0xefE0a1A2589658774668d0b62F6A4386B2B7d00f,585.00,1
0xEA24eFECbFd190eCfF39462d8b0d318c73020D01,585.00,1
0x6B5a3BA99C0Fc6225C7d570eE8A15D08d8bB42E4,585.00,1
0xb77ff2381F7b0EC5ca790292Ad7001bdA19Be630,585.00,1
0x36aF528BF6666806bad2B8655C489a4dE205eC81,585.00,1
0x729250be25dC878Dd400Bf5BeF702DE77c83493e,585.00,1
0x14376b41f665e4ad8dDEa3406D698aAbEBF52718,585.00,1
0xe342F5D24ac82ACFf64B46B3a9B910E57F817b26,585.00,1
0x84a399A8019e22A05961bA0e4725ce6a3FB9b951,585.00,1
0x09AcE2d869ce39378CDc9f24F8b326F46fF5A48d,585.00,1
0x6bb696CDcFe429d78C6C44d2d87D08755Fe1F10E,585.00,1
0x410a6c7D7E4bDf6b6E8A63614c8ff30BB24fD72D,585.00,1
0xbF2ce7Ca80F07326dF3ce9AA552b0B86D5Ae5b57,585.00,1
0xe7A9d4DedCCCCe1b4aD558c635C6D50663e97335,585.00,1
0x111f0C602131A53E63cD0835B4912BB677Fa381a,585.00,1
0x90F9706dcF2Cf792541d9C27Db3C2634B6Ce5E8f,585.00,1
0x200951468602F3a41872F4854568D173482a1635,585.00,1
0x34F1F63Ba7481436a4256b8eDAD2C02751E43959,585.00,1
0x1E785DcD9075589FE0880eb31d91F981277833dC,585.00,1
0x60817F07Aad1D50b0ff3661fa0CaecD4FC77fee4,585.00,1
0x62AE74fb56545bf7BefEd4C9E644FF973A6Af3aB,585.00,1
0x8825b6fEd25BC0639c62ac9526ba2F9B28951dDA,585.00,1
0x19676FA8150411567A91B82d8DF722ec2102B1ad,585.00,1
0x97e7Ac3cbae5dAaaa566c93664f6F8dBacD4f269,585.00,1
0xc4355b492e8D641a74229867e89E6070916a0815,585.00,1
0xf04Adba85Bc7f1a7c839d1Ac885F18B80Bc9Fc0d,585.00,1
0x151C7B5965d3Ef82a2A674a035fDe759ff30b33c,585.00,1
0x3444611528977Fc253a81d3325beb2C8ebA42c7F,585.00,1
0x5A24DBf1D95233c3048DcEfA3debB85691c65ce3,585.00,1
0xcF24f9DB11D7cf69b1f6f438c1A5b576456F6df2,585.00,1
0xc62Af57afA4F3096f8B6aC9706De89fb12b2e3eD,585.00,1
0x59e5aAb4888361EC0F8712Ee112374903A06744D,585.00,1
0x7075f6a33bfa27d0D592623EEBE228673F1C12f8,585.00,1
0xF6018709AE83DaEA16504e476Ac3fcCaA542bDBF,585.00,1
0x2c08d469DAC590f77A66b7EFf0aFc860f7e128a0,585.00,1
0xA0E74966dB5FBfa60B754D8998B76fb38eD52555,585.00,1
0x2E1d8381bcD2Cc15567e5dFbC43840D9c382eE63,585.00,1
0x850Fdab7c76CDe1de8A0e4601Cfd125cB28619aE,585.00,1
0x91E9309F7a81bC0D658dD72df7113F1987651fdb,585.00,1
0x22F6E173EE638eAC5Ef235A750990e049b9Cc62A,585.00,1
0x261e46EBcA340f41d4BFA448402DCa8757597f93,585.00,1
0x074404BF189AdB81F7546851F0E240CfAe2d9F26,585.00,1
0xC317954209357199495A597890944158e14FE942,585.00,1
0x10D4Fd3407e0C54eAe70d9E640B3A10c0Cc7Ed79,585.00,1
0x0537dAba0126ef51B497c0cBb091c7A5B2bB5B4C,585.00,1
0xCA84c8E5061D8d79187bf7dfC9Ad1cc4A6daef74,585.00,1
0x6f091B87f03055E83575DF994bDC6bcdC5B25DF1,585.00,1
0x9F9Dc80b73dB20866cb22eB2d615DeB69484c507,585.00,1
0xD41edbCA344B06160eD9746d79f1d4949cc5515E,585.00,1
0xd7c3c80a8A62c1C6b1620131b77Bd878e315E3d8,585.00,1
0xA5F6de47f340b2990c7CFa0a5F7D70f0Affa4E1E,585.00,1
0x917b9D36c1a927aaFE9e083f08Da9BbcFC5fb4A8,585.00,1
0x2fC80827A574731D2098fBB1ed00DDD5CaFf2e44,585.00,1
0xc4804Cd591B12d1727Dd2c4C026E6D0196d4b0C5,585.00,1
0x97491315dC04DdB669dfDBd6936992934574C22e,585.00,1
0x91E9761D346605B2d5db9C74eC7421B2C068D07A,585.00,1
0xbb0244016A4Dcb20c499B50E740083cfbb6C2f78,585.00,1
0x317F35A39282fe851881e12a734F4678B41AfDF4,585.00,1
0x8C60d785A9f3905965405CeBAcF8FEA6010833D2,585.00,1
0x2fcfB70b331f7398A90885A179EF2de348bA512B,585.00,1
0xA33Ca1fB1275035c4f97631Dd9ed26A54D73BA85,585.00,1
0x762E76E927a6F756c99CAe01569313782e58b743,585.00,1
0xC2443081F96da64a51F9E32aeF05971D6d3Ac645,585.00,1
0x04Be55F2fdE6d0BECa0CC88783F30CC4b26A6AD5,585.00,1
0xBf8E9F9BD5174c83B11C3D8c799Ae1B4C0571e9d,585.00,1
0x5640Ac800A464d41C28c1494e554953727423F80,585.00,1
0xD183E0342842525662cA8690F3B3a45FB5628476,585.00,1
0xCe82fD16d56F1449911D26d916FAC0eAa262EE2d,585.00,1
0x8bBb736745355350E2ad95CFA013b9C9568E8E44,585.00,1
0xFBdd25D992095ec63E2cA2B439EA1BCFbb5cf9C8,585.00,1
0xD7044EfB3DD30B9873e3b5d87C86e84A87C72Cf4,585.00,1
0xC2e8de11f86973d7dB3Bf57ccc65684bC878Ba42,585.00,1
0xADDcAcedEF8a276f85851F2B654efB786F436A73,585.00,1
0x1891c8B4A062aB71d0F2a4e4124024E052767C9f,585.00,1
0x7a2d27b9899f05941F6352f1d2C329124Ba0BeEe,585.00,1
0xE2B8Edfed798098024194fb51647D81175338Aa4,585.00,1
0x45c146A1828397C784466CaDD8acA7fA572fAB7a,585.00,1
0xEeb813d8C68CdC2Dfcecc3c7ECa71f17c830902d,585.00,1
0x0364b3ee7f6f426Fd173EeeA159F998A87c0d351,585.00,1
0xaa3A642567aE92Fa6455d9Aa7e6507610937c18d,585.00,1
0xc7E1B8Cf64539e26620357f1F93D0fb4b1EF5870,585.00,1
0x35226E78809a5DaE4562B0B1fC4cf96cdb6A01A8,585.00,1
0x975de8FD188D1B578fCA4aA87f79Fcc138eB0ed8,585.00,1
0x56f6D0AFD4d974D384629C52A548704D64292D1C,585.00,1
0x4b8bb58FBB4D08b6E6AeA42A6e1bAdEf8183a724,585.00,1
0xFC284bcE16967548B9636F405646e21bAE6B25D4,585.00,1
0xB08536Dab79553a795842665b696ba0A0A99bFDf,585.00,1
0xeB13593A73A5608C9Fa7E4422A3126C33E3522A4,585.00,1
0xE725f07Ba64E5110c34Ba9F8a58196986A698BC2,585.00,1
0x82018407dCE2Ce289d44C64a0D4E19213b309B87,585.00,1
0x873E8e6f853ACCaD683a842Ee5D0457a7befc810,584.00,1
0xa3A181fE70713c40009d60CD69f805a0AffE89Ae,584.00,1
0x85f70D8D330cFbFd9374B659d6Ac1011fBAb7636,583.00,1
0xc777Cd99143f129Dbe7075Fbf13561C3f5f65323,582.00,1
0x34eD4d2Ac144861781526024FDe288d6897FbA4f,580.00,1
0x664B449A1e69C853018dd5F35E9a2eF6c3d3bD15,578.00,1
0x1972b4597A8d1afdD082B3AfeD44afcCfb2bF110,578.00,1
0x354E375a33082d63dc128ccd96847EBB98E1f281,577.00,1
0xbD680338B781ccBDAafDf25E902F54B4A4974600,577.00,1
0x3D7314a12bebAf748CB80D39945b94e64035d1e5,576.00,1
0x01f8942bf540d0968259b1528C3762527D8Fa187,576.00,1
0xeAE326EabC4bA98c196c9a8efEc46278f2818332,576.00,1
0x692f04B913C7c88208acE123bAF36752C86Da64b,576.00,1
0xDc8d910c09Cb0488C9cBCb2b70c63DB36C23266D,576.00,1
0x8cCd372628fB0B9dd190ee4A53E67DcF3ee92fED,576.00,1
0x26Ec0d67dEF33fbd0B265d92e924815F5E3914FD,576.00,1
0xd9086eE82A9573066B197ac53323cF92d33D3888,576.00,1
0xea14052DB790D103Fab0AF81C74bEdf011577Eca,576.00,1
0x3B91cbEf3285F84a28B499D618eF324F98d6967F,576.00,1
0x7E35969125D13B9b94ab228895E6D9bA1f25fc91,576.00,1
0x667Bd8766EF7Ae56453FEAbB15e7b8EF984F8a04,576.00,1
0xf8969D23407411A7221A22d5E7cF1328fbD265c5,576.00,1
0xAA6FD94E52A24aaC0e9762aD19D2e27B430646C4,576.00,1
0x67449741A4449bEcaD4B6C6F4b790395dFaEE4a3,576.00,1
0x52EcD0e58F7Ad58D5509b0e45aaF4613562985A2,576.00,1
0x3f04ba3BF32B9bE46aa27e3e3006Af2D2E6b5e0E,576.00,1
0x1E6C0Aa902eaF3a9169A27506252Af77E38E4143,576.00,1
0xbd33746475DbB358FE1f825CfF0fc4e110146E14,576.00,1
0xcaf853Bd76050D1D8B4C87F13967C08551F362B3,576.00,1
0xf72054b94Fa5d8De4fABD3B2301E37ecDDCbb274,576.00,1
0x9c5a3Cf3bC4d7313717d2ca1586F0A2B7A1C27dC,576.00,1
0x277c00A6Dd61fd661B8Ea69e567A7bDaA932b9F4,576.00,1
0xb19A1A397541a933C112b0F1fC4Ebd3a961a7FC5,576.00,1
0x57524AC077722cc57065b64aD4722aCF44f6eE8E,576.00,1
0x6CD95fa158b19d33Ab20219C410b28BF4be5d8Df,576.00,1
0x6d4e8920E5579C6041a882E8697FB1A4a92FB04F,576.00,1
0x234DE2F9229B5E8a66F2E922C342953EDa21419C,576.00,1
0xb0Fa11e4665E5B107A731F60328ac5f70749a27F,576.00,1
0xd0f9a852614D823539A64f0e9Cd931CC313F0334,576.00,1
0x8522F403F6EfB2D3b06261ac0090384234CAd6ce,576.00,1
0xC705Aa393Ed361Ee15b7817Bf22C10BE62edb251,576.00,1
0x319947510e9471F72050A97f7a03c508d22418e4,576.00,1
0x44e3c7eA211390c9a2103a54920fBbcaCFb06310,576.00,1
0x983ff3b80122f0Dd33135480ea91F982Ed0AA0b5,576.00,1
0x57Fe90E41c335742c63737E1e9313c7bb0011C27,576.00,1
0x8e4Bb131988A824A90C62A347D16c20317d34EF8,576.00,1
0xa34594F2D86f40ff9A654996c317A0A273395A7E,576.00,1
0xc59D3559e9d66E947121DA86dcdba78Fd62D0bef,576.00,1
0x894dc9711ca2f67b799ce2f616eB960c65Caf176,576.00,1
0xC0Bf44301C4383AC719CC193d30F9b66f5015Fb7,576.00,1
0x7a1485684668f00b624AdD6e0447a28791633583,576.00,1
0x7aeCa3b21031186EE3b9EA6e40579A762295a683,576.00,1
0x11565C2d1Bb91C11d7325c4A21664e8e3f9D0E90,576.00,1
0x6F745c037DdD376fdbDF9A27dB5DB5c08536B1FE,576.00,1
0x5f1E999d6ABe7db9ba7E2728E0B603cb2a704DBb,576.00,1
0xB0375256683fb371a9AbEb50de6b6277924AC9cc,576.00,1
0x91232b2f6AA1aF3c97BfC86D047a0566E1a46d1c,576.00,1
0x0963c09Cb5d3cE06962F15930d86EBd424203fE5,576.00,1
0x4F2F5BE63BAce300060d4dfd3b54F7A210D0366f,576.00,1
0x0a8DE792595811e85597F811d3aA767BAfc0a961,576.00,1
0x1d08cf329DFF67b4AdA99A1AAEa98E17f3ADbac2,576.00,1
0x0A225B6d332432df0B2ee8744Bf2Ab83a4192508,576.00,1
0xE550210779fa2Eb4042f81a7Aa066675Ab43cCcC,576.00,1
0xe50516F03b236fc983fFA4f973c95a1Aa0D1DC4C,576.00,1
0x250CDe1A01892C49208F3Edc589d9D7315DdBFe7,576.00,1
0xA24d43d4a88425050E5cD7a89C2f434F9a2095b3,576.00,1
0x486D61B9f8065034c372Efdfa7Aa9a7B9CA1c87C,576.00,1
0xfb157F7Ae07ffE0e75CbdCd247590E5961A16c64,576.00,1
0x68eD29ebd361581a566A78BF0FD274d61F1439a8,576.00,1
0x68F281d8C273B22022756fE36E6fD3114A800556,576.00,1
0xACF5CEDA773b01fe5C6835828CD8f1F23Ffb8702,576.00,1
0xC39997452f180746C58723160BD55e1c98e0ae9D,576.00,1
0xF29B6d4Cc7B398D683d1C8a3E142331C99A1D315,576.00,1
0xa2505308cc68210b4AE843a1044545a805F50438,576.00,1
0x9F5Abd1DC48a6aD3d95fA0012104CC0DF2f32EF8,576.00,1
0xd0a6fCeEffB80844Da5B3CFD5055eAE16bb020B8,576.00,1
0x48F88d0e26704363eA72EEF6dCBF198E1F32d4D4,576.00,1
0x78856b06A6Ca6C7a342C178AF7DD900275f8485d,576.00,1
0x3C7838665Ff8215c95500E1a6306e19E146674a0,576.00,1
0xb5c8a2b5413dB3E0Eb76b8dbb40C6D9649Ba3Eb5,576.00,1
0xD0945D64674284265b63507a1Fc212fAd0E8FDb8,576.00,1
0xF2451d6818b93e99e014e6aE5f894a13f0473332,576.00,1
0x7f5bb4329088B4C68A0a1aa48fe40495B1Bc1A85,576.00,1
0x2E895057760Eb4ABc53ec42f48eAbC973D21c9e4,576.00,1
0xF593B536a0c79a41815abE8611E5823dC0CB97f4,576.00,1
0x8d9f391a8b85767c8ED8B3Fd58B5aa70346b7447,576.00,1
0xEC6c466d9faDa862C155AE17Bc599248fA71AdB2,576.00,1
0xCE7428c261Be69f035A33518F33BB77Eb63a9253,576.00,1
0x21Ae8EAe296663765d1C51D0ff4DA71F62021888,576.00,1
0xf8ed954a4e2A538Bd267c7d87336cdf9018Aee25,576.00,1
0x83F8EF709910aB3740a7501114D3933300AaCED8,576.00,1
0xE794291fdfCc245bd14255a4D0fdBBd56631bC1e,576.00,1
0x0d15f1521e3dada1660878abBbE2846DF1765cE9,576.00,1
0x1825d8989419FcaF96B470bC5583957A7a9C9bfF,576.00,1
0x2c5F259D354D03dB15de583b46695c61BeDd3381,576.00,1
0x83329142D3a9eA3cbb5c5212599D1b472a9FD230,576.00,1
0x86Df2E35835fCb7Ee3ef45D1ce358dd7F38562ed,576.00,1
0x27929b078ADc97B394fda876AebAFDBD2400Cf10,576.00,1
0x7726743f3125B1Ab34dAbca07814b6250CF98937,576.00,1
0xD82d6E4Ff3FE44ECdb4830E1E47D9b36390C3F28,576.00,1
0x87eF8d440382AEf8943aE2b98AC357640171A79C,576.00,1
0xbC8744370bCb6D5AbF5dE8B4086ecfBB4C5629C3,576.00,1
0x3aabF8e5cc5278D68d32eC77e0D3A4Ccb83356CA,574.00,1
0xE1a2229B9AC0F884a0215946e406B4C4480954a0,574.00,1
0x5C04796d63cDe2c605714d990d9C1FB24DF4766e,574.00,1
0x3FbAFCbF22dF3B0b232266B773FfA694AceA0dcF,574.00,1
0xa1081D604618d6BDAda3Cb07948397b7Ca87910F,574.00,1
0x59139d70FF6908b25C90f07B924CA80C51C43B2D,574.00,1
0xCD9D9dbA61486C55b5c74a5C5774B828e1a8f948,574.00,1
0xE13b0d515FB97383d91EC1410F361E47335f3144,574.00,1
0x23C955afb3DeC177aD62d561c03592117756C1D4,574.00,1
0xbaeb872d1D7656B490D8Aeb2a84789e0Eb35f54C,574.00,1
0x54970bEb3f756Ee3e838C615bcFa844D780F7A1a,574.00,1
0x8802719Ea260B4b75B07e63AD4DE0e83C8c557d0,574.00,1
0xB9c0a7fa2Fba551368834c8A4642B2F6526B654F,574.00,1
0xe2d0ce64217CeAC9f0c8Aa0556E2e0eA692F208A,574.00,1
0x75219E664A7F432726a4e0b515B9a8DBd03618f8,574.00,1
0x61677E7d24171F2f178bD7E2E9F077c99E33012a,574.00,1
0xE9e9bCe771dd8ef85d85aEB3Ec4D7e1b255F8658,574.00,1
0x6E18aF9F1dd5Cc6b3EA73C58BfB6c3d5b6949cdC,574.00,1
0x8c89Ed219d02F1A5BE012c689B4F5B731827bebe,574.00,1
0xb8e943d7cD1cec0213B0c553afF9a2d2891EF88e,574.00,1
0xAD3df674e0393DcFA83F06C8Fa075A664E44690F,574.00,1
0x0B6B85e4574a0fE337a035B08c435f24FE8ee4ac,574.00,1
0xF7e451778BD6399BEb65b996B28eEa6A0b919B79,574.00,1
0x716944c045b32ef94772075dC8B9586781aff641,574.00,1
0x642759e6f0100950189D6e0eC5c3E46dEb8f6894,574.00,1
0xe8Ae3e22ef178230EE20e8e1EED31D29D5f07a2B,574.00,1
0x1C75a461bba31CC67b46Ac5AB28DF6C1557fda91,574.00,1
0x3304A4Dbd8959a1003A3F3910C637596727B186d,574.00,1
0x12C9029A868f1dDA50949D0F1C871b5f33b5f366,574.00,1
0xb61270b2a17BFC67758F71e7726d0258569395Ff,574.00,1
0x39F7876188b643a15b4183d53D9D3e69a9d74Fb0,574.00,1
0x79EFE335C546e384F44409630d67854583Aa639E,574.00,1
0xbc032e08b3e31C143c7C1641F645326e3649A073,574.00,1
0x5a0cF72835b4b2F253f273Fb272e197CF9eC2eDe,574.00,1
0x0B0360075d36b38b4b6Efb95AD8C218E5afCef1F,574.00,1
0xb8fCa946C5c7686B9Ea72bAD2c27bE5fBC9cECe2,574.00,1
0x4BF944CB9B2B20385D97Dba1052F8E6D2b85c352,574.00,1
0xBCC968331933D0173f62faf81D5F0a7EE05d942A,574.00,1
0x06CfA25eEd7677702EFA5A140a68Bc475bD26B36,574.00,1
0x993d45e918c3AD1919bbB1eDc5eaeD8b5F8D3e3F,574.00,1
0xEf3C0FA52b3c8647738aF20b302FBf7a44aC875A,574.00,1
0x211F4E953f623742FdB9038446ff5479F5c9f8ea,574.00,1
0x4eF7f34c03047430f061099302d92907e5Dbcc24,574.00,1
0xb4077Ed7Dd01271e45753824c536A28F4d94f1a9,574.00,1
0xdbf82c8f7C77f101d8563fE0cc241848AFCf4880,574.00,1
0xBDa40164cAabdAccF22BCeE5986cBfF4EC36634D,574.00,1
0xD3de78e2fd8f1364bd5EA440C6D8c62465d42Ca3,574.00,1
0xa29Ee06513735F6E5a31bF9b91Fcf56F824b639f,574.00,1
0x00c63130ed93977f50FB5Ee52f5BeE0dF02b15B1,574.00,1
0xeBe375A15Ce8FfC37c817Ce2CFDd6b84906b332F,574.00,1
0x3e46DE6fDe4565e999fBa1EB72e027E2894823B8,574.00,1
0xcbEd5852fa20A741b6f39231637607b0C5bEDBec,574.00,1
0xCa36B8497E82aDFc4E50D87A0b9d5Fd92a9Da512,574.00,1
0xD6Dcaa093eD2cf4b51A398566A8283736Ef77628,574.00,1
0x271a15a70B567805d69B1cEA8d019dF8B980f766,574.00,1
0xF191B74C15E71637F041A9Ff7212e61fB38bF438,574.00,1
0x117d82783DF9a5AA7809e6A10a775Dc829fbea61,574.00,1
0xD15941f6a10DEA53FAcCe2b803Fc8cdb75D60b90,574.00,1
0xDA31526587F827948c0c8E94993eFc2726b4C178,574.00,1
0xfb5C9B48c508244F1022D1A5a70Df301ba58Cd9a,574.00,1
0x085CfD763C270f166aE33D52c69072303890b954,574.00,1
0x70d3fC2CA9d3e503f35D6652542fdFFC61BC2149,574.00,1
0x9cf0dEF7011AF5b578B35E39531c4685Be74a54e,574.00,1
0x7EAE17a141A9D48Dc4CAa6049193572a1489Bf98,574.00,1
0x4Bbc23AB2a3DFE838804aDd96855c56b0cCfE75B,574.00,1
0x724A4a23A3BD64CF92A1e955e859C9cB111bE19F,574.00,1
0xc7F3E20771779CBcD11Fb0E7E0c3a6aed7091aC3,574.00,1
0x189fCF514f4919D2062dAB1303C21c9e2d35A3db,574.00,1
0x285c05cB5fDBAB28584a474b1E9A6a83351192B1,574.00,1
0x70A3f05EEB8387CFd4f017E1D7bd8279Be68E7c5,574.00,1
0x9a18Ed902a1677e871aA11fB768A47a47069544c,574.00,1
0x000CA150b64ce24B716fb7a1ad704F2A05B06159,574.00,1
0xB50d2F18Cf40EA6B99216e0627b20BC72167c632,574.00,1
0x10B7458f7d37160EE1F7505F6BAF99699000938B,574.00,1
0xDfd45Bcd09b353D4Fa1D99D20682C020a38d769E,574.00,1
0x58b50aD6c8CF689d6F8A5a14D0C688D0b5e158c3,574.00,1
0x72F644C9E9DD2F332e265205c5D730ca8827C04F,574.00,1
0xB6A683908C1979f268a7B3Fb0c15FD1252c520Bf,574.00,1
0xb192dD78A4b8a3AcB7B1006499aa6118f7810882,574.00,1
0x9eB1739368D3d9aD631a2Ae990b8fdFbbe7692D3,574.00,1
0x8e207cD9819637DD99471aA4B1f0ab7B572903cF,574.00,1
0x4606D34BfBA1A800424C7C6FF81d464195C9447D,574.00,1
0x77ED5F5C9bB48d7Cd6C8c8C86ADE576fc3498D59,574.00,1
0x933d6757520F5aE78698E419296FEc0F6fAA2815,574.00,1
0x72602143Ae6289150b4cb3768EE48a618140B708,574.00,1
0xeFB3fc302f349fb65ad6A9993761554919Cc1f9d,574.00,1
0x3dd0e11E1052a847482B1CeB85f9909E5CC8B831,574.00,1
0x9A6ECed5b7Bc10A9a80C893B3b745594401aeaD2,574.00,1
0x75a2075b632729c04D709198078572AF5cf7b4B4,574.00,1
0x4415C7DfefeC49d5090c50678E6A4BaBEefa10cC,574.00,1
0xC8fdF66fa1C2B1873076b3abe9A8275A2D84db60,574.00,1
0xDb0FCA8fADB8629DeBbB39923A7CDDfd7a6613E1,574.00,1
0xeE8eA81986CEA7cFe35933d0F659E6eBBC4eAA8f,574.00,1
0xCf368F97266E306b4C14c77714640c3d6F620f31,574.00,1
0xc737e21f7D88502F353F18B2966145743AC29ef2,574.00,1
0x7c1F83a43571E1C24DA38b2CB78Cd8E32A2C90F0,574.00,1
0x5D90A880a235eC107b833B5fd8F6DaC24fB96c7D,574.00,1
0xeBCcC13b27335bd479c9005921a96Beed68a6bB4,574.00,1
0x997B82EF537Cac78E8f2a2A0C7a765a1df93Dd4B,574.00,1
0xd9106E460d4e7a0fB76916C28BD719Db5e0C5004,574.00,1
0x853B8B75E2BEC07De464d0Ad6834F6000a9c11Cc,574.00,1
0xEF26D0B7E41dB4191E399CaA6993F65a9E6F5b64,574.00,1
0xeF8F444Cf1ca04db4833bEBCe17D44da5Fc3fDA0,574.00,1
0x1a41F135964AaC635FB9fA931dF57A260D270337,574.00,1
0xccD194e39A2d826D46692Dcfa7bf854c158c923a,574.00,1
0xD1Af791d445A83501499822C8Ea5123C70C97b36,574.00,1
0xF980aE12265e56B39bE7280A6e7912a696d908b8,574.00,1
0x0B6c186624A570cB4C7829973b19e54CC9c5eE50,574.00,1
0x084d77Bd3AD6369e39647079f6a301164C0Dc676,574.00,1
0x529EC8BA6B91164499C466477B8DeF07Cbe0f7a6,574.00,1
0x0d0dFaA85C0794aF32bdbe82D58D7FaDb507d2Db,574.00,1
0x15e091d0a0c9D16c1d602500cDb86D07fabbB077,574.00,1
0x39181D980FCf41A494E21F770391b8a47085f549,574.00,1
0x2b51DCbd371A23731c1aE2b8230D22719575dda2,574.00,1
0x58e293B720A6166a47af304c19731769ca8A9D95,574.00,1
0x13B25c98C0b6cb03dC361E48542bED2888C0a3c1,574.00,1
0x9a17E10ba7a5Af353f9f711C5980B05d72Be6a6C,574.00,1
0x6e2e6b023589cAcf6D7a6101db456f7903Bcf67D,574.00,1
0x02856faDF19fDd7049a981885a575D962135Fa8b,574.00,1
0x58184ca73EA2cCba0643C24709cEc109192b879D,574.00,1
0x153E8FCA5bb920d8C092E049CeB8ED40D58aE460,574.00,1
0xD97e837f51a7318CB35C1E2E281BC1DA1540cD98,574.00,1
0xDF0e8FaCDE5fBa1dD60CC3020357fc26dCda952c,574.00,1
0xffF4F1b263F50cD76DE4Dad863fEf3dc70ecf5Fb,574.00,1
0xBdE1f5861bAE11A6671dbd866757CC2Ca063b079,574.00,1
0x6D8a435FB3F612F21308BAB4bB946c610e90D1C4,574.00,1
0x0263bBD4Ed39261A5A556211a70F5371Df595ad6,574.00,1
0x4D4d65A6Fb1B731300A3dA3eE6B6ce8B7d529A16,574.00,1
0xC8291dC596243D365CF40Bce0C3C3da729725268,574.00,1
0xB6d392DCfCD3E0e2e3975c76C8A8541EA544D2a0,574.00,1
0x10A43dB981D2c967b5ED4251370316e8d9bd83C9,574.00,1
0xaa83B8d8B7A3893F00D883c9b660415bfedD7F62,574.00,1
0x52A0dE70D08dEc78212a2db8D7B7771Cb681B216,574.00,1
0xd489BDe5E98029Af7DD2F98b9Cf6f9CfcB5CA5A2,574.00,1
0xe11b4E3cF9740f6F2EF06e8e6807C8d8F370cC62,574.00,1
0x507Ab57Cd33A75E2d10e85c37025Ebd186efD31B,574.00,1
0x69F31aF6242cDDD33279c4921581e71d8C77062E,574.00,1
0xE5e6A282cB25F0E1EaA28A6d67C86C18134A2682,574.00,1
0x42D3e8bC1062C43bDa3E40F5345337cC7466A463,574.00,1
0xF69A1d47d5777C569C434549664Ad14F37A20bdf,574.00,1
0x3D635c7E8545710535544E816c54f82deB3BDDb3,574.00,1
0x5b7062b68989e8F24371CdE1e8E2D91C78423E00,574.00,1
0x8bcc01a54Ea4fc35a34093D9ca5Aa92c8e19600E,574.00,1
0x8fdD16CBE70bdE7a1eB0492d78e88807328FcBD4,574.00,1
0x8611bA9Fe6c694B6Abc039B52FA7b3c35C4Cc008,574.00,1
0xcEb37d500dC2C5981A0211728E9FB274aAb4Cb46,574.00,1
0xFc46841e45e8C061a0D930b3eD97952a4b8DC0BC,574.00,1
0xC8aE053257c3b15D6bc62D225052Aa93644fF358,574.00,1
0xde4F340C815681768825d8561Cb069275e974874,574.00,1
0x7742e9DC4342863F8Cd9a342b38bE169fA57DE23,574.00,1
0x3E89B2E03Daa33862C65da94232e5e9fa662d5d9,574.00,1
0xbA82AE4E16EaEAbB84b34D1C0159C5F370B84117,574.00,1
0x41878DE54c42B26AdBd59Cd8d498dE1068973D2A,574.00,1
0xF15034485C73C40fa7FE79d4A631CB348a095362,574.00,1
0x67822171e30b633DB56fBf556051aa66b9221d79,574.00,1
0x4C7C79fa8e5eAeaB0564BA35d47e3e1089a1c0Bc,574.00,1
0x2Ee30460701E7AE62Fff9BBA828C523Fb8c41f2a,574.00,1
0xda9725B36a4A2Ff37484a6Da969072e287b9d814,574.00,1
0x3F88C36aB176cBBAF0D2C6668e01E4a67C18d2D9,574.00,1
0x4CeCDd6Bd69E40C66d9B60BE0F188d03e7132BAE,574.00,1
0x74e795fbFB17E5540FD0B38eE5F477feD72BeAEd,574.00,1
0x0A331b54738E3F3A79407d77893512a8FedA2418,574.00,1
0xFefa2BDbDD685a696035489D5011EA89a7Ba1002,574.00,1
0x13a673566594d6D6f6A99bC283336860B3586163,574.00,1
0x602AcEC474bFf1e245A54Cb986C4CDADD9eb9F69,574.00,1
0xe49Df057E1d57a813adC2F640a113AF1aBE9D5D9,574.00,1
0xbdc692a4933778d6973654c3d601e899F7B0C3Ed,574.00,1
0xfF17aB05d90201a7E336bC523821068E9359FC7e,574.00,1
0x810F97bA4b071AA9c0469E79dcf71F6eaE540777,574.00,1
0xd3ca4999fC7FAcdcef87B2914F870AFFf5E4dBD4,574.00,1
0x7856B59c12767ec194d6CA625cE35460aA3e1e59,574.00,1
0xda92456dB91eF3bc45c4328f4958d15A6B862Aa4,574.00,1
0xb4E62ED8afE277D640BCf863DfdCd28Fd11bA36F,574.00,1
0x4b422faDfE7b3436D7CD07c2264EEfF9CdbF0036,574.00,1
0x8D80B40Daae0206f00A9279eEC4E385E61757b95,574.00,1
0x6B3e29Fb58452eA19BB5DF33019CBd24c388a726,574.00,1
